"HEXuid_HEXidu","SumPop_2016_SommePop","SumURD_2016_SommeRH","SumTD_2016_SommeTL","Avail_5_1_75PctPlus_Dispo","Avail_50_10_Gradient_Dispo"
"AB49461145","<5","<5","5-25","F","0"
"AB49481101","<5","<5","<5","F","0"
"AB49481102","NA","NA","NA","F","0"
"AB49481103","<5","<5","<5","F","0"
"AB49481105","<5","<5","<5","F","0"
"AB49481106","5-25","<5","<5","F","0"
"AB49481107","<5","<5","<5","T","0"
"AB49481108","<5","<5","<5","T","0"
"AB49481109","5-25","<5","<5","T","0"
"AB49481111","5-25","<5","5-25","T","0"
"AB49481112","5-25","<5","<5","T",">75% -  100%"
"AB49481113","5-25","<5","<5","T",">75% -  100%"
"AB49481114","501+","101-250","251-500","T",">75% -  100%"
"AB49481115","<5","<5","<5","T",">75% -  100%"
"AB49481117","<5","<5","<5","T",">75% -  100%"
"AB49481118","26-50","5-25","5-25","T",">75% -  100%"
"AB49481119","51-100","<5","<5","T","0"
"AB49481120","<5","<5","<5","T","0"
"AB49481121","5-25","<5","<5","T",">25% - 50%"
"AB49481123","26-50","<5","<5","T",">25% - 50%"
"AB49481124","51-100","<5","<5","T",">25% - 50%"
"AB49481125","501+","101-250","101-250","T",">75% -  100%"
"AB49481126","101-250","26-50","51-100","T",">75% -  100%"
"AB49481127","101-250","26-50","26-50","T",">75% -  100%"
"AB49481129","26-50","5-25","5-25","T",">75% -  100%"
"AB49481130","26-50","<5","<5","T",">50% - 75%"
"AB49481131","26-50","5-25","5-25","T","0"
"AB49481132","51-100","5-25","5-25","T","0"
"AB49481133","51-100","<5","<5","T","0"
"AB49481135","26-50","<5","<5","T","0"
"AB49481136","<5","<5","<5","T","0"
"AB49481137","26-50","5-25","5-25","T","0"
"AB49481138","26-50","5-25","5-25","T","0"
"AB49481139","501+","501+","501+","T",">75% -  100%"
"AB49481141","5-25","5-25","5-25","T","0"
"AB49481142","51-100","26-50","51-100","T","0"
"AB49481143","5-25","<5","5-25","F","0"
"AB49481144","<5","<5","<5","F","0"
"AB49511102","<5","<5","<5","F","0"
"AB49511103","<5","<5","<5","F","0"
"AB49511105","<5","<5","<5","T","0"
"AB49511106","<5","<5","<5","F","0"
"AB49511108","<5","<5","<5","T","0"
"AB49511109","<5","<5","<5","T","0"
"AB49511110","<5","<5","<5","T","0"
"AB49511111","5-25","<5","<5","T",">0% - 25%"
"AB49511112","<5","<5","<5","T",">75% -  100%"
"AB49511114","<5","<5","<5","T",">25% - 50%"
"AB49511115","5-25","<5","<5","T",">0% - 25%"
"AB49511116","5-25","<5","<5","T",">75% -  100%"
"AB49511117","5-25","<5","<5","T",">75% -  100%"
"AB49511118","5-25","<5","<5","T",">75% -  100%"
"AB49511120","5-25","<5","<5","T","0"
"AB49511121","5-25","<5","5-25","T","0"
"AB49511122","51-100","5-25","26-50","T",">0% - 25%"
"AB49511123","5-25","5-25","5-25","T",">25% - 50%"
"AB49511124","5-25","<5","<5","T",">25% - 50%"
"AB49511126","501+","101-250","101-250","T",">75% -  100%"
"AB49511127","51-100","26-50","26-50","T",">50% - 75%"
"AB49511128","101-250","26-50","26-50","T",">75% -  100%"
"AB49511129","26-50","<5","<5","T",">75% -  100%"
"AB49511130","5-25","5-25","5-25","T","0"
"AB49511132","26-50","5-25","5-25","T","0"
"AB49511133","26-50","5-25","5-25","T","0"
"AB49511134","26-50","5-25","5-25","T","0"
"AB49511135","5-25","<5","<5","T","0"
"AB49511136","26-50","5-25","5-25","T","0"
"AB49511138","101-250","26-50","26-50","T","0"
"AB49511139","26-50","5-25","5-25","T",">0% - 25%"
"AB49511140","101-250","5-25","5-25","T","0"
"AB49511141","5-25","5-25","5-25","T","0"
"AB49511142","5-25","<5","5-25","F","0"
"AB49511144","26-50","5-25","5-25","F","0"
"AB49511145","<5","<5","<5","F","0"
"AB49541102","<5","<5","<5","F","0"
"AB49541103","<5","<5","<5","F","0"
"AB49541105","<5","<5","<5","F","0"
"AB49541106","NA","NA","NA","F","0"
"AB49541107","5-25","<5","<5","T","0"
"AB49541108","<5","<5","<5","T","0"
"AB49541109","<5","<5","<5","T","0"
"AB49541111","<5","<5","<5","T","0"
"AB49541112","5-25","<5","<5","T",">75% -  100%"
"AB49541113","5-25","<5","<5","T",">75% -  100%"
"AB49541114","5-25","<5","<5","T",">0% - 25%"
"AB49541115","<5","<5","<5","T",">25% - 50%"
"AB49541117","<5","<5","<5","T",">75% -  100%"
"AB49541118","5-25","<5","<5","T",">75% -  100%"
"AB49541119","26-50","<5","<5","T","0"
"AB49541120","26-50","<5","<5","T","0"
"AB49541121","5-25","5-25","5-25","T","0"
"AB49541123","5-25","<5","5-25","T",">0% - 25%"
"AB49541124","5-25","<5","<5","T",">0% - 25%"
"AB49541125","26-50","5-25","5-25","T",">50% - 75%"
"AB49541126","26-50","5-25","5-25","T",">50% - 75%"
"AB49541127","51-100","26-50","26-50","T",">75% -  100%"
"AB49541129","5-25","<5","<5","T",">75% -  100%"
"AB49541130","26-50","5-25","5-25","T",">50% - 75%"
"AB49541131","26-50","5-25","5-25","T","0"
"AB49541132","5-25","<5","<5","T","0"
"AB49541133","26-50","5-25","5-25","T","0"
"AB49541135","5-25","5-25","5-25","T","0"
"AB49541136","NA","NA","NA","F","0"
"AB49541137","51-100","26-50","26-50","T","0"
"AB49541138","5-25","5-25","5-25","T","0"
"AB49541139","26-50","5-25","5-25","T","0"
"AB49541141","5-25","5-25","5-25","T","0"
"AB49541142","5-25","5-25","5-25","T","0"
"AB49541143","5-25","5-25","5-25","T","0"
"AB49541144","NA","NA","NA","F","0"
"AB49541147","<5","<5","<5","F","0"
"AB49561100","<5","<5","<5","F","0"
"AB49561102","<5","<5","<5","F","0"
"AB49561103","5-25","<5","5-25","T","0"
"AB49561104","5-25","<5","<5","F","0"
"AB49561105","<5","<5","<5","T","0"
"AB49561106","<5","<5","<5","T","0"
"AB49561108","5-25","<5","<5","T","0"
"AB49561109","<5","<5","<5","T","0"
"AB49561110","<5","<5","<5","T","0"
"AB49561111","5-25","<5","<5","T",">25% - 50%"
"AB49561112","5-25","<5","<5","T",">75% -  100%"
"AB49561114","5-25","<5","<5","T",">0% - 25%"
"AB49561115","5-25","5-25","5-25","T","0"
"AB49561116","5-25","<5","<5","T",">75% -  100%"
"AB49561117","5-25","<5","<5","T",">75% -  100%"
"AB49561118","5-25","<5","<5","T",">0% - 25%"
"AB49561120","5-25","<5","<5","T","0"
"AB49561121","5-25","<5","<5","T","0"
"AB49561122","5-25","<5","<5","T",">0% - 25%"
"AB49561123","<5","<5","<5","T","0"
"AB49561124","<5","<5","<5","T",">25% - 50%"
"AB49561126","26-50","5-25","5-25","T",">25% - 50%"
"AB49561127","26-50","5-25","5-25","T",">50% - 75%"
"AB49561128","26-50","5-25","5-25","T",">75% -  100%"
"AB49561129","26-50","5-25","5-25","T",">75% -  100%"
"AB49561130","NA","NA","NA","F","0"
"AB49561132","NA","NA","NA","F","0"
"AB49561133","51-100","5-25","5-25","T","0"
"AB49561134","26-50","5-25","5-25","T","0"
"AB49561135","5-25","<5","<5","T","0"
"AB49561136","51-100","5-25","5-25","T","0"
"AB49561138","501+","101-250","101-250","T","0"
"AB49561139","5-25","5-25","5-25","T","0"
"AB49561140","5-25","5-25","5-25","T","0"
"AB49561141","26-50","5-25","5-25","T","0"
"AB49561142","101-250","51-100","51-100","T","0"
"AB49561144","501+","501+","501+","T",">75% -  100%"
"AB49561145","5-25","5-25","5-25","F","0"
"AB49561147","5-25","<5","<5","F","0"
"AB49591101","<5","<5","<5","F","0"
"AB49591102","<5","<5","<5","F","0"
"AB49591103","5-25","5-25","5-25","F","0"
"AB49591105","<5","<5","<5","F","0"
"AB49591106","<5","<5","<5","T","0"
"AB49591107","5-25","<5","<5","T","0"
"AB49591108","<5","<5","<5","T","0"
"AB49591109","<5","<5","<5","T","0"
"AB49591111","<5","<5","<5","T","0"
"AB49591112","5-25","<5","<5","T",">75% -  100%"
"AB49591113","5-25","<5","<5","T",">75% -  100%"
"AB49591114","<5","<5","<5","T","0"
"AB49591115","5-25","<5","<5","T",">50% - 75%"
"AB49591117","<5","<5","<5","T",">50% - 75%"
"AB49591118","<5","<5","<5","T",">50% - 75%"
"AB49591119","5-25","<5","<5","T","0"
"AB49591120","5-25","<5","<5","T","0"
"AB49591121","5-25","<5","<5","T",">0% - 25%"
"AB49591123","5-25","<5","<5","T","0"
"AB49591124","101-250","<5","<5","T","0"
"AB49591125","5-25","<5","<5","T",">0% - 25%"
"AB49591126","26-50","5-25","5-25","T",">0% - 25%"
"AB49591127","26-50","5-25","5-25","T",">50% - 75%"
"AB49591129","26-50","5-25","5-25","T",">50% - 75%"
"AB49591130","<5","<5","<5","T",">75% -  100%"
"AB49591132","51-100","5-25","5-25","T","0"
"AB49591133","26-50","5-25","5-25","T","0"
"AB49591135","26-50","5-25","5-25","T","0"
"AB49591136","<5","<5","<5","T","0"
"AB49591137","101-250","26-50","26-50","T","0"
"AB49591138","5-25","5-25","5-25","T","0"
"AB49591139","5-25","5-25","5-25","T","0"
"AB49591141","101-250","101-250","101-250","T",">75% -  100%"
"AB49591142","251-500","101-250","101-250","T",">50% - 75%"
"AB49591143","5-25","5-25","5-25","T","0"
"AB49591144","501+","501+","501+","T",">75% -  100%"
"AB49591146","NA","NA","NA","F","0"
"AB49591147","26-50","5-25","5-25","F","0"
"AB49611100","NA","NA","NA","F","0"
"AB49611102","<5","<5","<5","F","0"
"AB49611103","5-25","<5","5-25","F","0"
"AB49611104","5-25","<5","<5","F","0"
"AB49611105","<5","<5","<5","T","0"
"AB49611106","<5","<5","<5","T","0"
"AB49611108","<5","<5","<5","T","0"
"AB49611109","<5","<5","<5","T","0"
"AB49611110","NA","NA","NA","F","0"
"AB49611111","<5","<5","<5","T",">0% - 25%"
"AB49611112","<5","<5","<5","T",">75% -  100%"
"AB49611114","<5","<5","<5","T",">25% - 50%"
"AB49611115","<5","<5","<5","T",">0% - 25%"
"AB49611116","<5","<5","<5","T",">75% -  100%"
"AB49611117","5-25","<5","<5","T",">50% - 75%"
"AB49611118","-","<5","<5","T",">50% - 75%"
"AB49611120","26-50","<5","<5","T","0"
"AB49611121","5-25","<5","<5","T","0"
"AB49611122","5-25","<5","<5","T",">0% - 25%"
"AB49611123","51-100","<5","<5","T","0"
"AB49611124","26-50","5-25","5-25","T","0"
"AB49611126","51-100","<5","<5","T",">0% - 25%"
"AB49611127","101-250","51-100","51-100","T",">25% - 50%"
"AB49611128","26-50","5-25","5-25","T",">50% - 75%"
"AB49611129","51-100","5-25","26-50","F","0"
"AB49611130","<5","<5","<5","T","0"
"AB49611132","26-50","5-25","5-25","T","0"
"AB49611133","51-100","5-25","5-25","T","0"
"AB49611134","5-25","<5","5-25","T","0"
"AB49611135","5-25","<5","<5","T","0"
"AB49611136","51-100","26-50","26-50","T",">0% - 25%"
"AB49611138","26-50","5-25","5-25","T","0"
"AB49611139","5-25","5-25","5-25","T","0"
"AB49611140","5-25","5-25","5-25","T","0"
"AB49611141","5-25","5-25","5-25","T","0"
"AB49611142","26-50","5-25","5-25","T","0"
"AB49611144","101-250","26-50","51-100","T",">25% - 50%"
"AB49611145","501+","501+","501+","T",">75% -  100%"
"AB49611146","26-50","5-25","26-50","T","0"
"AB49611147","NA","NA","NA","F","0"
"AB49641102","5-25","<5","<5","T","0"
"AB49641103","<5","<5","<5","T","0"
"AB49641105","<5","<5","<5","F","0"
"AB49641106","NA","NA","NA","F","0"
"AB49641107","<5","<5","<5","T","0"
"AB49641108","<5","<5","<5","T","0"
"AB49641109","<5","<5","<5","T","0"
"AB49641111","<5","<5","<5","T","0"
"AB49641112","5-25","<5","<5","T",">0% - 25%"
"AB49641113","<5","<5","<5","T",">50% - 75%"
"AB49641114","<5","<5","<5","T","0"
"AB49641115","5-25","<5","<5","T",">25% - 50%"
"AB49641117","5-25","<5","<5","T",">50% - 75%"
"AB49641118","<5","<5","<5","T",">50% - 75%"
"AB49641119","5-25","<5","<5","T","0"
"AB49641120","5-25","<5","<5","T","0"
"AB49641121","26-50","<5","<5","T","0"
"AB49641123","51-100","<5","<5","T","0"
"AB49641124","51-100","<5","<5","T","0"
"AB49641125","51-100","5-25","5-25","T","0"
"AB49641126","26-50","5-25","5-25","T","0"
"AB49641127","101-250","51-100","51-100","T",">25% - 50%"
"AB49641129","501+","501+","501+","T",">75% -  100%"
"AB49641130","5-25","<5","<5","T","0"
"AB49641131","26-50","5-25","5-25","T","0"
"AB49641132","26-50","5-25","5-25","T","0"
"AB49641133","26-50","5-25","5-25","T","0"
"AB49641135","5-25","5-25","5-25","T","0"
"AB49641136","51-100","5-25","5-25","T","0"
"AB49641137","51-100","5-25","5-25","T","0"
"AB49641138","5-25","<5","5-25","T","0"
"AB49641139","5-25","5-25","5-25","T","0"
"AB49641141","5-25","5-25","5-25","T","0"
"AB49641142","51-100","5-25","5-25","T","0"
"AB49641143","5-25","5-25","5-25","T","0"
"AB49641144","5-25","<5","<5","T",">25% - 50%"
"AB49641146","251-500","101-250","101-250","T",">75% -  100%"
"AB49641147","26-50","5-25","5-25","F","0"
"AB49671100","5-25","<5","<5","F","0"
"AB49671102","NA","NA","NA","F","0"
"AB49671103","51-100","26-50","251-500","T","0"
"AB49671104","5-25","<5","<5","T","0"
"AB49671105","<5","<5","<5","F","0"
"AB49671106","<5","<5","<5","F","0"
"AB49671108","<5","<5","<5","T","0"
"AB49671109","<5","<5","<5","T","0"
"AB49671110","<5","<5","<5","T","0"
"AB49671111","5-25","<5","<5","T",">0% - 25%"
"AB49671112","5-25","<5","<5","T",">0% - 25%"
"AB49671114","101-250","<5","<5","T","0"
"AB49671115","5-25","<5","5-25","T",">0% - 25%"
"AB49671116","26-50","<5","<5","T",">75% -  100%"
"AB49671117","5-25","<5","<5","T",">25% - 50%"
"AB49671118","5-25","5-25","5-25","T",">0% - 25%"
"AB49671120","5-25","<5","<5","T","0"
"AB49671121","5-25","<5","5-25","T","0"
"AB49671122","101-250","<5","<5","T","0"
"AB49671123","5-25","<5","<5","T","0"
"AB49671124","51-100","5-25","5-25","T","0"
"AB49671126","51-100","5-25","5-25","T","0"
"AB49671127","101-250","51-100","51-100","T",">0% - 25%"
"AB49671128","501+","501+","501+","T",">75% -  100%"
"AB49671129","501+","501+","501+","T",">75% -  100%"
"AB49671130","26-50","5-25","5-25","T","0"
"AB49671132","26-50","5-25","5-25","T","0"
"AB49671133","5-25","<5","<5","T","0"
"AB49671134","26-50","5-25","5-25","T","0"
"AB49671135","26-50","5-25","5-25","T","0"
"AB49671136","51-100","5-25","5-25","T","0"
"AB49671138","5-25","<5","<5","T","0"
"AB49671139","5-25","<5","5-25","T","0"
"AB49671140","26-50","5-25","5-25","T","0"
"AB49671141","26-50","5-25","5-25","T","0"
"AB49671142","NA","NA","NA","F","0"
"AB49671145","251-500","101-250","101-250","T",">75% -  100%"
"AB49671146","26-50","5-25","5-25","F","0"
"AB49691101","<5","<5","<5","T","0"
"AB49691102","26-50","<5","<5","T","0"
"AB49691103","5-25","<5","<5","T","0"
"AB49691105","<5","<5","<5","T","0"
"AB49691106","<5","<5","<5","F","0"
"AB49691107","5-25","<5","<5","T","0"
"AB49691108","5-25","<5","<5","T","0"
"AB49691109","<5","<5","<5","T","0"
"AB49691111","<5","<5","<5","T","0"
"AB49691112","5-25","<5","<5","T","0"
"AB49691113","<5","<5","<5","T",">0% - 25%"
"AB49691114","5-25","<5","<5","T","0"
"AB49691115","26-50","5-25","5-25","T",">25% - 50%"
"AB49691117","26-50","5-25","5-25","T",">0% - 25%"
"AB49691118","5-25","<5","<5","T",">0% - 25%"
"AB49691119","51-100","5-25","5-25","T","0"
"AB49691120","5-25","5-25","5-25","T","0"
"AB49691121","26-50","5-25","5-25","T","0"
"AB49691123","5-25","<5","<5","T","0"
"AB49691124","51-100","5-25","5-25","T","0"
"AB49691125","51-100","26-50","26-50","T","0"
"AB49691126","501+","251-500","251-500","T",">75% -  100%"
"AB49691127","501+","101-250","101-250","T",">25% - 50%"
"AB49691129","501+","501+","501+","T",">75% -  100%"
"AB49691130","51-100","26-50","26-50","T","0"
"AB49691131","26-50","5-25","5-25","T","0"
"AB49691132","51-100","5-25","5-25","T","0"
"AB49691133","5-25","5-25","5-25","T","0"
"AB49691135","51-100","5-25","5-25","T","0"
"AB49691136","51-100","5-25","5-25","T","0"
"AB49691137","26-50","5-25","5-25","T","0"
"AB49691138","<5","<5","<5","T","0"
"AB49691139","5-25","5-25","5-25","T","0"
"AB49691141","5-25","5-25","5-25","T","0"
"AB49691142","26-50","5-25","5-25","T","0"
"AB49691143","5-25","5-25","5-25","T","0"
"AB49691146","<5","<5","<5","F","0"
"AB49721100","5-25","<5","<5","F","0"
"AB49721102","<5","<5","<5","F","0"
"AB49721103","<5","<5","<5","T","0"
"AB49721104","<5","<5","<5","T","0"
"AB49721105","<5","<5","<5","F","0"
"AB49721106","<5","<5","<5","T","0"
"AB49721108","<5","<5","<5","T","0"
"AB49721109","<5","<5","<5","T","0"
"AB49721110","<5","<5","<5","T","0"
"AB49721111","5-25","<5","<5","T","0"
"AB49721112","5-25","<5","<5","T","0"
"AB49721114","<5","<5","<5","T","0"
"AB49721115","5-25","5-25","5-25","T","0"
"AB49721116","26-50","5-25","5-25","T",">0% - 25%"
"AB49721117","26-50","5-25","5-25","T",">0% - 25%"
"AB49721118","26-50","5-25","5-25","T","0"
"AB49721120","5-25","<5","5-25","T","0"
"AB49721121","26-50","5-25","5-25","T","0"
"AB49721122","51-100","5-25","5-25","T","0"
"AB49721123","51-100","<5","<5","T","0"
"AB49721124","51-100","5-25","5-25","T","0"
"AB49721126","101-250","26-50","26-50","T",">0% - 25%"
"AB49721127","251-500","101-250","101-250","T",">0% - 25%"
"AB49721128","501+","501+","501+","T",">75% -  100%"
"AB49721129","501+","501+","501+","T",">75% -  100%"
"AB49721130","26-50","5-25","5-25","T","0"
"AB49721132","51-100","5-25","5-25","T","0"
"AB49721133","101-250","26-50","51-100","T","0"
"AB49721134","501+","501+","501+","T",">75% -  100%"
"AB49721135","5-25","5-25","5-25","T","0"
"AB49721136","5-25","<5","<5","T","0"
"AB49721138","<5","<5","<5","F","0"
"AB49721139","5-25","<5","<5","T","0"
"AB49721140","5-25","<5","<5","T","0"
"AB49721141","5-25","5-25","5-25","T","0"
"AB49721142","5-25","5-25","5-25","T","0"
"AB49721144","NA","NA","NA","F","0"
"AB49721145","-","<5","<5","F","0"
"AB49721146","-","<5","<5","F","0"
"AB49741100","<5","<5","<5","T","0"
"AB49741102","5-25","<5","<5","T","0"
"AB49741103","5-25","<5","<5","T","0"
"AB49741105","5-25","<5","<5","T","0"
"AB49741106","5-25","<5","5-25","F","0"
"AB49741107","5-25","<5","<5","T","0"
"AB49741108","5-25","<5","<5","T","0"
"AB49741109","<5","<5","<5","T","0"
"AB49741111","<5","<5","<5","T","0"
"AB49741112","5-25","<5","<5","T","0"
"AB49741113","5-25","<5","<5","T","0"
"AB49741114","26-50","5-25","5-25","T","0"
"AB49741115","26-50","5-25","5-25","T","0"
"AB49741117","5-25","5-25","5-25","T",">0% - 25%"
"AB49741118","5-25","<5","5-25","T","0"
"AB49741119","5-25","5-25","5-25","T","0"
"AB49741120","51-100","5-25","5-25","T","0"
"AB49741121","101-250","26-50","51-100","T",">0% - 25%"
"AB49741123","501+","251-500","251-500","T",">0% - 25%"
"AB49741124","26-50","5-25","5-25","T","0"
"AB49741125","51-100","26-50","26-50","T","0"
"AB49741126","501+","501+","501+","T",">75% -  100%"
"AB49741127","101-250","51-100","51-100","T","0"
"AB49741129","501+","251-500","501+","T",">75% -  100%"
"AB49741130","101-250","26-50","26-50","T",">0% - 25%"
"AB49741131","101-250","51-100","51-100","T","0"
"AB49741132","26-50","5-25","5-25","T","0"
"AB49741133","26-50","5-25","5-25","T","0"
"AB49741135","51-100","5-25","5-25","T","0"
"AB49741136","5-25","<5","<5","T","0"
"AB49741137","<5","<5","<5","F","0"
"AB49741138","-","<5","<5","F","0"
"AB49741139","NA","NA","NA","F","0"
"AB49741141","5-25","5-25","5-25","T","0"
"AB49741142","5-25","5-25","5-25","T","0"
"AB49741143","5-25","<5","5-25","T","0"
"AB49771100","26-50","5-25","5-25","F","0"
"AB49771102","26-50","<5","<5","T","0"
"AB49771103","5-25","<5","5-25","T","0"
"AB49771104","5-25","<5","<5","T","0"
"AB49771105","<5","<5","<5","T","0"
"AB49771106","<5","<5","<5","T","0"
"AB49771108","<5","<5","<5","F","0"
"AB49771109","<5","<5","<5","T","0"
"AB49771110","<5","<5","<5","T","0"
"AB49771111","5-25","<5","<5","T","0"
"AB49771112","<5","<5","<5","T","0"
"AB49771114","26-50","5-25","5-25","T","0"
"AB49771115","26-50","5-25","5-25","T","0"
"AB49771116","26-50","5-25","5-25","T",">0% - 25%"
"AB49771117","26-50","5-25","5-25","T",">50% - 75%"
"AB49771118","26-50","5-25","5-25","T","0"
"AB49771120","51-100","5-25","5-25","T","0"
"AB49771121","101-250","51-100","51-100","T","0"
"AB49771122","501+","101-250","101-250","T",">75% -  100%"
"AB49771123","101-250","26-50","26-50","T","0"
"AB49771124","101-250","26-50","26-50","T","0"
"AB49771126","101-250","26-50","26-50","T","0"
"AB49771127","101-250","51-100","51-100","T","0"
"AB49771128","251-500","51-100","51-100","T","0"
"AB49771129","501+","501+","501+","T",">75% -  100%"
"AB49771130","51-100","5-25","5-25","T","0"
"AB49771132","51-100","5-25","5-25","T","0"
"AB49771133","26-50","5-25","5-25","T","0"
"AB49771134","51-100","5-25","5-25","T","0"
"AB49771135","26-50","5-25","5-25","T","0"
"AB49771139","<5","<5","<5","F","0"
"AB49771140","<5","<5","<5","T","0"
"AB49771141","5-25","<5","<5","T","0"
"AB49771142","5-25","5-25","5-25","T","0"
"AB49771145","-","<5","<5","F","0"
"AB49771146","-","<5","<5","F","0"
"AB49801100","<5","<5","<5","T","0"
"AB49801101","26-50","<5","<5","F","0"
